alabama
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Barry County	$1,643	$1,929	$2,033	$2,267	$2,303
Bay County	$1,357	$1,593	$1,679	$1,872	$1,902
Benzie County	$1,507	$1,770	$1,865	$2,079	$2,113
Berrien County	$1,512	$1,776	$1,871	$2,086	$2,120
Branch County	$1,333	$1,566	$1,650	$1,840	$1,869
Calhoun County	$1,379	$1,620	$1,707	$1,903	$1,934
Cass County	$1,455	$1,709	$1,801	$2,008	$2,041
Charlevoix County	$1,485	$1,744	$1,838	$2,049	$2,082
Cheboygan County	$1,397	$1,641	$1,729	$1,928	$1,959
Chippewa County	$1,315	$1,545	$1,628	$1,815	$1,845
Clare County	$1,256	$1,476	$1,555	$1,734	$1,762
Clinton County	$1,730	$2,032	$2,141	$2,387	$2,426
Crawford County	$1,297	$1,523	$1,605	$1,790	$1,818
Delta County	$1,343	$1,577	$1,662	$1,853	$1,883
Dickinson County	$1,239	$1,455	$1,533	$1,709	$1,737
Eaton County	$1,591	$1,869	$1,969	$2,195	$2,231
Emmet County	$1,604	$1,884	$1,985	$2,213	$2,249
Genesee County	$1,518	$1,783	$1,879	$2,095	$2,129
Gladwin County	$1,337	$1,571	$1,655	$1,845	$1,875
Gogebic County	$1,193	$1,401	$1,476	$1,646	$1,672
Grand Traverse County	$1,610	$1,891	$1,993	$2,222	$2,258
Gratiot County	$1,339	$1,572	$1,657	$1,848	$1,877
Hillsdale County	$1,345	$1,580	$1,665	$1,856	$1,886
Houghton County	$1,332	$1,565	$1,649	$1,839	$1,868
Huron County	$1,265	$1,485	$1,565	$1,745	$1,773
Ingham County	$1,567	$1,840	$1,939	$2,162	$2,197
Ionia County	$1,448	$1,701	$1,792	$1,998	$2,030
Iosco County	$1,173	$1,378	$1,452	$1,619	$1,645
Iron County	$1,298	$1,525	$1,607	$1,792	$1,821
Isabella County	$1,438	$1,689	$1,780	$1,985	$2,017
Jackson County	$1,450	$1,703	$1,795	$2,001	$2,034
Kalamazoo County	$1,622	$1,905	$2,007	$2,238	$2,274
Kalkaska County	$1,363	$1,601	$1,687	$1,881	$1,911
Kent County	$1,616	$1,898	$2,000	$2,230	$2,266
Keweenaw County	$1,336	$1,570	$1,654	$1,844	$1,874
Lake County	$1,296	$1,522	$1,604	$1,788	$1,817
Lapeer County	$1,586	$1,863	$1,963	$2,189	$2,224
Leelanau County	$1,751	$2,056	$2,167	$2,416	$2,455
Lenawee County	$1,488	$1,747	$1,841	$2,053	$2,086
Livingston County	$1,887	$2,217	$2,336	$2,605	$2,647
Luce County	$1,193	$1,401	$1,476	$1,646	$1,672
Mackinac County	$1,358	$1,595	$1,681	$1,874	$1,905
Macomb County	$1,673	$1,964	$2,070	$2,308	$2,345
Manistee County	$1,361	$1,599	$1,685	$1,879	$1,909
Marquette County	$1,455	$1,709	$1,801	$2,008	$2,041
Mason County	$1,401	$1,646	$1,734	$1,933	$1,965
Mecosta County	$1,367	$1,606	$1,692	$1,887	$1,917
Menominee County	$1,273	$1,495	$1,575	$1,756	$1,784
Midland County	$1,536	$1,804	$1,901	$2,120	$2,154
Missaukee County	$1,376	$1,616	$1,703	$1,899	$1,929
Monroe County	$1,613	$1,894	$1,996	$2,226	$2,261
Montcalm County	$1,398	$1,642	$1,730	$1,929	$1,960
Montmorency County	$1,224	$1,438	$1,515	$1,689	$1,716
Muskegon County	$1,386	$1,628	$1,715	$1,912	$1,943
Newaygo County	$1,411	$1,657	$1,746	$1,947	$1,978
Oakland County	$1,970	$2,314	$2,438	$2,718	$2,762
Oceana County	$1,397	$1,641	$1,729	$1,928	$1,959
Ogemaw County	$1,264	$1,484	$1,564	$1,744	$1,772
Ontonagon County	$1,177	$1,383	$1,457	$1,625	$1,651
Osceola County	$1,297	$1,523	$1,605	$1,790	$1,818
Oscoda County	$1,202	$1,412	$1,488	$1,659	$1,686
Otsego County	$1,403	$1,647	$1,736	$1,936	$1,967
Ottawa County	$1,666	$1,957	$2,062	$2,299	$2,336
Presque Isle County	$1,236	$1,452	$1,530	$1,706	$1,733
Roscommon County	$1,256	$1,476	$1,555	$1,734	$1,762
Saginaw County	$1,382	$1,623	$1,710	$1,907	$1,937
St. Clair County	$1,555	$1,826	$1,924	$2,145	$2,180
St. Joseph County	$1,378	$1,619	$1,706	$1,902	$1,933
Sanilac County	$1,324	$1,555	$1,639	$1,827	$1,857
Schoolcraft County	$1,316	$1,546	$1,629	$1,816	$1,846
Shiawassee County	$1,403	$1,648	$1,737	$1,937	$1,968
Tuscola County	$1,350	$1,586	$1,671	$1,863	$1,893
Van Buren County	$1,505	$1,768	$1,863	$2,077	$2,111
Washtenaw County	$2,075	$2,437	$2,568	$2,863	$2,910
Wayne County	$1,612	$1,893	$1,995	$2,224	$2,260
Wexford County	$1,374	$1,613	$1,700	$1,896	$1,926


minnesota
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Aitkin County	$1,574	$1,849	$1,948	$2,172	$2,207
Anoka County	$1,933	$2,270	$2,392	$2,667	$2,710
Becker County	$1,702	$1,999	$2,106	$2,348	$2,386
Beltrami County	$1,623	$1,907	$2,009	$2,240	$2,276
Benton County	$1,710	$2,008	$2,116	$2,359	$2,397
Big Stone County	$1,275	$1,498	$1,578	$1,759	$1,788
Blue Earth County	$1,694	$1,989	$2,096	$2,337	$2,375
Brown County	$1,463	$1,719	$1,811	$2,019	$2,052
Carlton County	$1,690	$1,984	$2,091	$2,331	$2,369
Carver County	$2,351	$2,762	$2,910	$3,245	$3,297
Cass County	$1,586	$1,863	$1,963	$2,189	$2,224
Chippewa County	$1,471	$1,727	$1,820	$2,029	$2,062
Chisago County	$1,982	$2,328	$2,453	$2,735	$2,779
Clay County	$1,813	$2,130	$2,244	$2,502	$2,542
Clearwater County	$1,568	$1,841	$1,940	$2,163	$2,198
Cook County	$1,768	$2,076	$2,188	$2,440	$2,479
Cottonwood County	$1,414	$1,661	$1,750	$1,951	$1,983
Crow Wing County	$1,621	$1,904	$2,006	$2,237	$2,273
Dakota County	$2,060	$2,419	$2,549	$2,842	$2,888
Dodge County	$1,812	$2,128	$2,242	$2,500	$2,540
Douglas County	$1,738	$2,041	$2,151	$2,398	$2,437
Faribault County	$1,352	$1,588	$1,673	$1,865	$1,896
Fillmore County	$1,559	$1,832	$1,930	$2,152	$2,187
Freeborn County	$1,421	$1,669	$1,759	$1,961	$1,993
Goodhue County	$1,787	$2,099	$2,212	$2,466	$2,506
Grant County	$1,440	$1,691	$1,782	$1,987	$2,019
Hennepin County	$2,150	$2,525	$2,661	$2,967	$3,015
Houston County	$1,684	$1,978	$2,084	$2,324	$2,361
Hubbard County	$1,694	$1,989	$2,096	$2,337	$2,375
Isanti County	$1,852	$2,175	$2,292	$2,556	$2,597
Itasca County	$1,546	$1,815	$1,913	$2,133	$2,167
Jackson County	$1,365	$1,603	$1,689	$1,883	$1,914
Kanabec County	$1,620	$1,903	$2,005	$2,236	$2,272
Kandiyohi County	$1,628	$1,912	$2,015	$2,247	$2,283
Kittson County	$1,430	$1,680	$1,770	$1,974	$2,005
Koochiching County	$1,303	$1,531	$1,613	$1,798	$1,828
Lac qui Parle County	$1,374	$1,614	$1,701	$1,897	$1,927
Lake County	$1,537	$1,805	$1,902	$2,121	$2,155
Lake of the Woods County	$1,546	$1,815	$1,913	$2,133	$2,167
Le Sueur County	$1,811	$2,127	$2,241	$2,499	$2,539
Lincoln County	$1,375	$1,615	$1,702	$1,898	$1,928
Lyon County	$1,517	$1,781	$1,877	$2,093	$2,127
McLeod County	$1,702	$1,999	$2,106	$2,348	$2,386
Mahnomen County	$1,454	$1,708	$1,800	$2,007	$2,039
Marshall County	$1,436	$1,686	$1,777	$1,981	$2,013
Martin County	$1,350	$1,586	$1,671	$1,863	$1,893
Meeker County	$1,621	$1,904	$2,006	$2,237	$2,273
Mille Lacs County	$1,692	$1,987	$2,094	$2,335	$2,373
Morrison County	$1,598	$1,877	$1,978	$2,205	$2,241
Mower County	$1,406	$1,651	$1,740	$1,940	$1,971
Murray County	$1,438	$1,689	$1,780	$1,985	$2,017
Nicollet County	$1,734	$2,037	$2,146	$2,393	$2,431
Nobles County	$1,499	$1,760	$1,855	$2,068	$2,102
Norman County	$1,364	$1,602	$1,688	$1,882	$1,913
Olmsted County	$1,879	$2,206	$2,325	$2,592	$2,634
Otter Tail County	$1,620	$1,903	$2,005	$2,236	$2,272
Pennington County	$1,534	$1,801	$1,898	$2,116	$2,150
Pine County	$1,597	$1,876	$1,977	$2,204	$2,240
Pipestone County	$1,292	$1,517	$1,599	$1,783	$1,812
Polk County	$1,653	$1,942	$2,046	$2,281	$2,318
Pope County	$1,647	$1,934	$2,038	$2,272	$2,309
Ramsey County	$1,931	$2,268	$2,390	$2,665	$2,708
Red Lake County	$1,576	$1,851	$1,950	$2,174	$2,209
Redwood County	$1,400	$1,645	$1,733	$1,932	$1,963
Renville County	$1,498	$1,759	$1,854	$2,067	$2,101
Rice County	$1,871	$2,197	$2,315	$2,581	$2,623
Rock County	$1,519	$1,784	$1,880	$2,096	$2,130
Roseau County	$1,526	$1,793	$1,889	$2,106	$2,140
St. Louis County	$1,575	$1,850	$1,949	$2,173	$2,208
Scott County	$2,237	$2,628	$2,769	$3,087	$3,137
Sherburne County	$1,942	$2,280	$2,403	$2,679	$2,723
Sibley County	$1,627	$1,910	$2,013	$2,244	$2,281
Stearns County	$1,715	$2,015	$2,123	$2,367	$2,405
Steele County	$1,697	$1,993	$2,100	$2,342	$2,379
Stevens County	$1,496	$1,758	$1,852	$2,065	$2,098
Swift County	$1,441	$1,692	$1,783	$1,988	$2,020
Todd County	$1,454	$1,707	$1,799	$2,006	$2,038
Traverse County	$1,427	$1,676	$1,766	$1,969	$2,001
Wabasha County	$1,731	$2,033	$2,142	$2,388	$2,427
Wadena County	$1,412	$1,658	$1,747	$1,948	$1,979
Waseca County	$1,570	$1,844	$1,943	$2,166	$2,201
Washington County	$2,208	$2,594	$2,733	$3,047	$3,096
Watonwan County	$1,392	$1,635	$1,723	$1,921	$1,952
Wilkin County	$1,416	$1,664	$1,753	$1,955	$1,986
Winona County	$1,556	$1,828	$1,926	$2,147	$2,182
Wright County	$2,016	$2,368	$2,495	$2,782	$2,827
Yellow Medicine County	$1,498	$1,759	$1,854	$2,067	$2,101


mississippi
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Adams County	$1,259	$1,479	$1,558	$1,737	$1,765
Alcorn County	$1,312	$1,541	$1,624	$1,811	$1,840
Amite County	$1,228	$1,442	$1,520	$1,695	$1,722
Attala County	$1,231	$1,445	$1,523	$1,698	$1,726
Benton County	$1,203	$1,413	$1,489	$1,660	$1,687
Bolivar County	$1,373	$1,612	$1,699	$1,894	$1,925
Calhoun County	$1,237	$1,453	$1,531	$1,707	$1,735
Carroll County	$1,345	$1,579	$1,664	$1,855	$1,885
Chickasaw County	$1,147	$1,347	$1,419	$1,582	$1,608
Choctaw County	$1,340	$1,573	$1,658	$1,849	$1,879
Claiborne County	$1,270	$1,492	$1,572	$1,753	$1,781
Clarke County	$1,425	$1,674	$1,764	$1,967	$1,999
Clay County	$1,300	$1,527	$1,609	$1,794	$1,823
Coahoma County	$1,373	$1,612	$1,699	$1,894	$1,925
Copiah County	$1,405	$1,650	$1,739	$1,939	$1,970
Covington County	$1,255	$1,474	$1,553	$1,732	$1,760
DeSoto County	$1,656	$1,945	$2,049	$2,285	$2,322
Forrest County	$1,438	$1,689	$1,780	$1,985	$2,017
Franklin County	$1,338	$1,572	$1,656	$1,846	$1,876
George County	$1,426	$1,675	$1,765	$1,968	$2,000
Greene County	$1,268	$1,489	$1,569	$1,749	$1,778
Grenada County	$1,241	$1,458	$1,536	$1,713	$1,740
Hancock County	$1,640	$1,926	$2,030	$2,263	$2,300
Harrison County	$1,525	$1,791	$1,887	$2,104	$2,138
Hinds County	$1,467	$1,722	$1,815	$2,024	$2,056
Holmes County	$1,138	$1,336	$1,408	$1,570	$1,595
Humphreys County	$1,331	$1,563	$1,647	$1,836	$1,866
Issaquena County	$1,314	$1,543	$1,626	$1,813	$1,842
Itawamba County	$1,199	$1,408	$1,484	$1,655	$1,681
Jackson County	$1,568	$1,842	$1,941	$2,164	$2,199
Jasper County	$1,312	$1,541	$1,624	$1,811	$1,840
Jefferson County	$1,133	$1,330	$1,402	$1,563	$1,588
Jefferson Davis County	$1,211	$1,423	$1,499	$1,671	$1,698
Jones County	$1,364	$1,602	$1,688	$1,882	$1,913
Kemper County	$1,155	$1,357	$1,430	$1,594	$1,620
Lafayette County	$1,701	$1,998	$2,105	$2,347	$2,385
Lamar County	$1,639	$1,925	$2,028	$2,261	$2,298
Lauderdale County	$1,437	$1,687	$1,778	$1,982	$2,014
Lawrence County	$1,303	$1,531	$1,613	$1,798	$1,828
Leake County	$1,364	$1,602	$1,688	$1,882	$1,913
Lee County	$1,430	$1,680	$1,770	$1,974	$2,005
Leflore County	$1,326	$1,557	$1,641	$1,830	$1,859
Lincoln County	$1,420	$1,667	$1,757	$1,959	$1,991
Lowndes County	$1,389	$1,631	$1,719	$1,917	$1,948
Madison County	$1,780	$2,091	$2,203	$2,456	$2,496
Marion County	$1,350	$1,586	$1,671	$1,863	$1,893
Marshall County	$1,483	$1,742	$1,836	$2,047	$2,080
Monroe County	$1,281	$1,504	$1,585	$1,767	$1,796
Montgomery County	$1,312	$1,541	$1,624	$1,811	$1,840
Neshoba County	$1,255	$1,474	$1,553	$1,732	$1,760
Newton County	$1,291	$1,517	$1,598	$1,782	$1,811
Noxubee County	$1,303	$1,531	$1,613	$1,798	$1,828
Oktibbeha County	$1,617	$1,899	$2,001	$2,231	$2,267
Panola County	$1,326	$1,557	$1,641	$1,830	$1,859
Pearl River County	$1,494	$1,755	$1,849	$2,062	$2,095
Perry County	$1,513	$1,777	$1,873	$2,088	$2,122
Pike County	$1,390	$1,632	$1,720	$1,918	$1,949
Pontotoc County	$1,302	$1,529	$1,611	$1,796	$1,825
Prentiss County	$1,265	$1,486	$1,566	$1,746	$1,774
Quitman County	$1,159	$1,362	$1,435	$1,600	$1,626
Rankin County	$1,616	$1,898	$2,000	$2,230	$2,266
Scott County	$1,266	$1,487	$1,567	$1,747	$1,775
Sharkey County	$1,551	$1,822	$1,920	$2,141	$2,175
Simpson County	$1,345	$1,579	$1,664	$1,855	$1,885
Smith County	$1,277	$1,500	$1,581	$1,763	$1,791
Stone County	$1,336	$1,569	$1,653	$1,843	$1,873
Sunflower County	$1,268	$1,489	$1,569	$1,749	$1,778
Tallahatchie County	$1,204	$1,414	$1,490	$1,661	$1,688
Tate County	$1,568	$1,841	$1,940	$2,163	$2,198
Tippah County	$1,336	$1,570	$1,654	$1,844	$1,874
Tishomingo County	$1,292	$1,517	$1,599	$1,783	$1,812
Tunica County	$1,547	$1,817	$1,915	$2,135	$2,170
Union County	$1,259	$1,479	$1,558	$1,737	$1,765
Walthall County	$1,392	$1,635	$1,723	$1,921	$1,952
Warren County	$1,491	$1,751	$1,845	$2,057	$2,090
Washington County	$1,381	$1,622	$1,709	$1,906	$1,936
Wayne County	$1,250	$1,468	$1,547	$1,725	$1,753
Webster County	$1,279	$1,502	$1,583	$1,765	$1,794
Wilkinson County	$1,279	$1,502	$1,583	$1,765	$1,794
Winston County	$1,344	$1,578	$1,663	$1,854	$1,884
Yalobusha County	$1,211	$1,423	$1,499	$1,671	$1,698
Yazoo County	$1,462	$1,718	$1,810	$2,018	$2,051


missouri
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Adair County	$1,279	$1,502	$1,583	$1,765	$1,794
Andrew County	$1,492	$1,752	$1,846	$2,058	$2,092
Atchison County	$1,183	$1,389	$1,464	$1,632	$1,659
Audrain County	$1,179	$1,385	$1,459	$1,627	$1,653
Barry County	$1,362	$1,600	$1,686	$1,880	$1,910
Barton County	$1,288	$1,513	$1,594	$1,777	$1,806
Bates County	$1,372	$1,611	$1,698	$1,893	$1,924
Benton County	$1,281	$1,504	$1,585	$1,767	$1,796
Bollinger County	$1,215	$1,427	$1,504	$1,677	$1,704
Boone County	$1,636	$1,922	$2,025	$2,258	$2,294
Buchanan County	$1,401	$1,646	$1,734	$1,933	$1,965
Butler County	$1,233	$1,448	$1,526	$1,701	$1,729
Caldwell County	$1,405	$1,650	$1,739	$1,939	$1,970
Callaway County	$1,515	$1,779	$1,875	$2,091	$2,124
Camden County	$1,542	$1,812	$1,909	$2,129	$2,163
Cape Girardeau County	$1,477	$1,735	$1,828	$2,038	$2,071
Carroll County	$1,239	$1,455	$1,533	$1,709	$1,737
Carter County	$1,388	$1,630	$1,718	$1,916	$1,946
Cass County	$1,735	$2,038	$2,147	$2,394	$2,433
Cedar County	$1,270	$1,492	$1,572	$1,753	$1,781
Chariton County	$1,276	$1,498	$1,579	$1,761	$1,789
Christian County	$1,581	$1,857	$1,957	$2,182	$2,217
Clark County	$1,309	$1,537	$1,620	$1,806	$1,835
Clay County	$1,737	$2,040	$2,150	$2,397	$2,436
Clinton County	$1,575	$1,850	$1,949	$2,173	$2,208
Cole County	$1,488	$1,747	$1,841	$2,053	$2,086
Cooper County	$1,339	$1,572	$1,657	$1,848	$1,877
Crawford County	$1,377	$1,617	$1,704	$1,900	$1,931
Dade County	$1,227	$1,441	$1,518	$1,693	$1,720
Dallas County	$1,268	$1,489	$1,569	$1,749	$1,778
Daviess County	$1,492	$1,752	$1,846	$2,058	$2,092
DeKalb County	$1,520	$1,785	$1,881	$2,097	$2,131
Dent County	$1,294	$1,520	$1,602	$1,786	$1,815
Douglas County	$1,201	$1,411	$1,487	$1,658	$1,685
Dunklin County	$1,220	$1,433	$1,510	$1,684	$1,711
Franklin County	$1,526	$1,792	$1,888	$2,105	$2,139
Gasconade County	$1,343	$1,577	$1,662	$1,853	$1,883
Gentry County	$1,267	$1,488	$1,568	$1,748	$1,777
Greene County	$1,422	$1,670	$1,760	$1,962	$1,994
Grundy County	$1,252	$1,471	$1,550	$1,728	$1,756
Harrison County	$1,338	$1,572	$1,656	$1,846	$1,876
Henry County	$1,348	$1,583	$1,668	$1,860	$1,890
Hickory County	$1,101	$1,293	$1,363	$1,520	$1,544
Holt County	$1,233	$1,448	$1,526	$1,701	$1,729
Howard County	$1,386	$1,628	$1,715	$1,912	$1,943
Howell County	$1,223	$1,436	$1,513	$1,687	$1,714
Iron County	$1,223	$1,436	$1,513	$1,687	$1,714
Jackson County	$1,643	$1,930	$2,034	$2,268	$2,305
Jasper County	$1,308	$1,536	$1,619	$1,805	$1,834
Jefferson County	$1,614	$1,895	$1,997	$2,227	$2,263
Johnson County	$1,568	$1,841	$1,940	$2,163	$2,198
Knox County	$1,302	$1,529	$1,611	$1,796	$1,825
Laclede County	$1,288	$1,513	$1,594	$1,777	$1,806
Lafayette County	$1,479	$1,737	$1,830	$2,040	$2,073
Lawrence County	$1,268	$1,489	$1,569	$1,749	$1,778
Lewis County	$1,107	$1,300	$1,370	$1,528	$1,552
Lincoln County	$1,591	$1,869	$1,969	$2,195	$2,231
Linn County	$1,165	$1,368	$1,442	$1,608	$1,634
Livingston County	$1,307	$1,535	$1,617	$1,803	$1,832
McDonald County	$1,228	$1,442	$1,520	$1,695	$1,722
Macon County	$1,189	$1,397	$1,472	$1,641	$1,668
Madison County	$1,239	$1,456	$1,534	$1,710	$1,738
Maries County	$1,324	$1,554	$1,638	$1,826	$1,856
Marion County	$1,326	$1,557	$1,641	$1,830	$1,859
Mercer County	$1,154	$1,355	$1,428	$1,592	$1,618
Miller County	$1,332	$1,565	$1,649	$1,839	$1,868
Mississippi County	$1,136	$1,334	$1,406	$1,568	$1,593
Moniteau County	$1,369	$1,608	$1,694	$1,889	$1,919
Monroe County	$1,338	$1,572	$1,656	$1,846	$1,876
Montgomery County	$1,401	$1,646	$1,734	$1,933	$1,965
Morgan County	$1,336	$1,570	$1,654	$1,844	$1,874
New Madrid County	$1,247	$1,464	$1,543	$1,720	$1,748
Newton County	$1,366	$1,604	$1,690	$1,884	$1,915
Nodaway County	$1,365	$1,603	$1,689	$1,883	$1,914
Oregon County	$1,198	$1,407	$1,483	$1,654	$1,680
Osage County	$1,479	$1,737	$1,830	$2,040	$2,073
Ozark County	$1,284	$1,508	$1,589	$1,772	$1,800
Pemiscot County	$1,358	$1,595	$1,681	$1,874	$1,905
Perry County	$1,370	$1,610	$1,696	$1,891	$1,922
Pettis County	$1,322	$1,553	$1,636	$1,824	$1,854
Phelps County	$1,489	$1,749	$1,843	$2,055	$2,088
Pike County	$1,248	$1,465	$1,544	$1,722	$1,749
Platte County	$1,941	$2,279	$2,402	$2,678	$2,721
Polk County	$1,366	$1,604	$1,690	$1,884	$1,915
Pulaski County	$1,466	$1,721	$1,814	$2,023	$2,055
Putnam County	$1,253	$1,472	$1,551	$1,729	$1,757
Ralls County	$1,384	$1,626	$1,713	$1,910	$1,941
Randolph County	$1,301	$1,528	$1,610	$1,795	$1,824
Ray County	$1,496	$1,757	$1,851	$2,064	$2,097
Reynolds County	$1,171	$1,375	$1,449	$1,616	$1,642
Ripley County	$1,147	$1,348	$1,420	$1,583	$1,609
St. Charles County	$1,862	$2,186	$2,304	$2,569	$2,610
St. Clair County	$1,190	$1,398	$1,473	$1,642	$1,669
Ste. Genevieve County	$1,398	$1,642	$1,730	$1,929	$1,960
St. Francois County	$1,293	$1,518	$1,600	$1,784	$1,813
St. Louis County	$1,812	$2,128	$2,242	$2,500	$2,540
Saline County	$1,311	$1,540	$1,623	$1,810	$1,839
Schuyler County	$1,172	$1,377	$1,451	$1,618	$1,644
Scotland County	$1,368	$1,607	$1,693	$1,888	$1,918
Scott County	$1,276	$1,498	$1,579	$1,761	$1,789
Shannon County	$1,227	$1,442	$1,519	$1,694	$1,721
Shelby County	$1,179	$1,385	$1,459	$1,627	$1,653
Stoddard County	$1,259	$1,479	$1,558	$1,737	$1,765
Stone County	$1,526	$1,793	$1,889	$2,106	$2,140
Sullivan County	$1,285	$1,509	$1,590	$1,773	$1,801
Taney County	$1,417	$1,665	$1,754	$1,956	$1,987
Texas County	$1,170	$1,374	$1,448	$1,615	$1,641
Vernon County	$1,291	$1,517	$1,598	$1,782	$1,811
Warren County	$1,577	$1,852	$1,952	$2,176	$2,212
Washington County	$1,267	$1,488	$1,568	$1,748	$1,777
Wayne County	$1,256	$1,475	$1,554	$1,733	$1,761
Webster County	$1,368	$1,607	$1,693	$1,888	$1,918
Worth County	$1,271	$1,493	$1,573	$1,754	$1,782
Wright County	$1,187	$1,394	$1,469	$1,638	$1,664
St. Louis city	$1,577	$1,852	$1,952	$2,176	$2,212


montana
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Beaverhead County	$1,622	$1,906	$2,008	$2,239	$2,275
Big Horn County	$1,457	$1,711	$1,803	$2,010	$2,043
Blaine County	$1,515	$1,779	$1,875	$2,091	$2,124
Broadwater County	$1,794	$2,107	$2,220	$2,475	$2,515
Carbon County	$1,773	$2,082	$2,194	$2,446	$2,486
Carter County	$1,378	$1,618	$1,705	$1,901	$1,932
Cascade County	$1,606	$1,887	$1,988	$2,217	$2,252
Chouteau County	$1,403	$1,648	$1,737	$1,937	$1,968
Custer County	$1,581	$1,857	$1,957	$2,182	$2,217
Daniels County	$1,668	$1,959	$2,064	$2,301	$2,339
Dawson County	$1,611	$1,892	$1,994	$2,223	$2,259
Deer Lodge County	$1,411	$1,657	$1,746	$1,947	$1,978
Fallon County	$1,719	$2,019	$2,127	$2,372	$2,410
Fergus County	$1,441	$1,692	$1,783	$1,988	$2,020
Flathead County	$1,910	$2,243	$2,364	$2,636	$2,678
Gallatin County	$2,150	$2,525	$2,661	$2,967	$3,015
Garfield County	$1,627	$1,911	$2,014	$2,246	$2,282
Glacier County	$1,323	$1,554	$1,637	$1,825	$1,855
Golden Valley County	$1,325	$1,556	$1,640	$1,829	$1,858
Granite County	$1,689	$1,983	$2,090	$2,330	$2,368
Hill County	$1,619	$1,902	$2,004	$2,234	$2,271
Jefferson County	$1,873	$2,200	$2,318	$2,585	$2,626
Judith Basin County	$1,302	$1,530	$1,612	$1,797	$1,826
Lake County	$1,822	$2,140	$2,255	$2,514	$2,555
Lewis and Clark County	$1,862	$2,186	$2,304	$2,569	$2,610
Liberty County	$1,484	$1,743	$1,837	$2,048	$2,081
Lincoln County	$1,519	$1,784	$1,880	$2,096	$2,130
McCone County	$1,979	$2,324	$2,449	$2,731	$2,775
Madison County	$1,757	$2,063	$2,174	$2,424	$2,463
Meagher County	$1,659	$1,948	$2,053	$2,289	$2,326
Mineral County	$1,584	$1,860	$1,960	$2,185	$2,221
Missoula County	$1,948	$2,288	$2,411	$2,688	$2,732
Musselshell County	$1,449	$1,702	$1,793	$1,999	$2,031
Park County	$1,789	$2,101	$2,214	$2,469	$2,508
Petroleum County	$1,728	$2,029	$2,138	$2,384	$2,422
Phillips County	$1,570	$1,844	$1,943	$2,166	$2,201
Pondera County	$1,458	$1,713	$1,805	$2,013	$2,045
Powder River County	$1,429	$1,678	$1,768	$1,971	$2,003
Powell County	$1,559	$1,832	$1,930	$2,152	$2,187
Prairie County	$1,130	$1,327	$1,398	$1,559	$1,584
Ravalli County	$1,741	$2,045	$2,155	$2,403	$2,442
Richland County	$1,855	$2,179	$2,296	$2,560	$2,601
Roosevelt County	$1,550	$1,820	$1,918	$2,139	$2,173
Rosebud County	$1,508	$1,771	$1,866	$2,081	$2,114
Sanders County	$1,494	$1,755	$1,849	$2,062	$2,095
Sheridan County	$1,391	$1,633	$1,721	$1,919	$1,950
Silver Bow County	$1,420	$1,668	$1,758	$1,960	$1,992
Stillwater County	$1,862	$2,186	$2,304	$2,569	$2,610
Sweet Grass County	$1,628	$1,912	$2,015	$2,247	$2,283
Teton County	$1,604	$1,884	$1,985	$2,213	$2,249
Toole County	$1,407	$1,652	$1,741	$1,941	$1,973
Treasure County	$1,612	$1,893	$1,995	$2,224	$2,260
Valley County	$1,610	$1,891	$1,993	$2,222	$2,258
Wheatland County	$1,521	$1,787	$1,883	$2,100	$2,133
Wibaux County	$1,336	$1,570	$1,654	$1,844	$1,874
Yellowstone County	$1,803	$2,117	$2,231	$2,488	$2,528


nebraska
County	2024 Published ALE Housing Expense for a Family of 1	2024 Published ALE Housing Expense for a Family of 2	2024 Published ALE Housing Expense for a Family of 3	2024 Published ALE Housing Expense for a Family of 4	2024 Published ALE Housing Expense for a Family of 5
Adams County	$1,504	$1,766	$1,861	$2,075	$2,109
Antelope County	$1,410	$1,656	$1,745	$1,946	$1,977
Arthur County	$1,738	$2,041	$2,151	$2,398	$2,437
Banner County	$1,467	$1,723	$1,816	$2,025	$2,058
Blaine County	$1,339	$1,572	$1,657	$1,848	$1,877
Boone County	$1,524	$1,790	$1,886	$2,103	$2,137
Box Butte County	$1,496	$1,758	$1,852	$2,065	$2,098
Boyd County	$1,669	$1,960	$2,065	$2,302	$2,340
Brown County	$1,139	$1,338	$1,410	$1,572	$1,598
